#segundos nansegundos X Y Theta
499   621000000   0.000000   0.000000   0.000000
499   650000000   0.000000   0.000000   0.000000
499   675000000   0.000000   0.000000   0.000000
499   700000000   0.000000   0.000000   0.000000
499   724000000   0.000000   0.000000   0.000000
499   750000000   0.000000   0.000000   0.000000
499   775000000   0.000000   0.000000   0.000000
499   799000000   0.000000   0.000000   0.000000
499   825000000   0.000000   0.000000   0.000000
499   850000000   0.000001   0.000000   0.000000
499   874000000   0.000001   0.000000   0.000000
499   900000000   0.000001   0.000000   0.000000
499   925000000   0.000001   0.000000   0.000000
499   950000000   0.000001   0.000000   0.000000
499   976000000   0.000001   0.000000   0.000000
500   1000000   0.000001   0.000000   0.000000
500   24000000   0.000001   0.000000   0.000000
500   56000000   0.000001   0.000000   0.000000
500   75000000   0.000001   0.000000   0.000000
500   108000000   0.000001   0.000000   0.000000
500   133000000   0.000001   0.000000   0.000000
500   157000000   0.000001   0.000000   0.000000
500   184000000   0.000001   0.000000   0.000000
500   209000000   0.000001   0.000000   0.000000
500   235000000   0.000001   0.000000   0.000000
500   261000000   0.000002   0.000000   0.000000
500   286000000   0.000002   0.000000   0.000000
500   311000000   0.000002   0.000000   0.000000
500   335000000   0.000002   0.000000   0.000000
500   363000000   0.000002   0.000000   0.000000
500   386000000   0.000002   0.000000   0.000000
500   412000000   0.000002   0.000000   0.000000
500   436000000   0.000002   0.000000   0.000000
500   462000000   0.000002   0.000000   0.000000
500   486000000   0.000002   0.000000   0.000000
500   511000000   0.000002   0.000000   0.000000
500   535000000   0.000002   0.000000   0.000000
500   561000000   0.000002   0.000000   0.000000
500   586000000   0.000002   0.000000   0.000000
500   612000000   0.000002   0.000000   0.000000
500   637000000   0.000002   0.000000   0.000000
500   662000000   0.000003   0.000000   0.000000
500   688000000   0.000003   0.000000   0.000000
500   714000000   0.000003   0.000000   0.000000
500   739000000   0.000003   0.000000   0.000000
500   762000000   0.000003   0.000000   0.000000
500   789000000   0.000003   0.000000   0.000000
500   814000000   0.000003   0.000000   0.000000
500   839000000   0.000003   0.000000   0.000000
500   863000000   0.000003   0.000000   0.000000
500   889000000   0.000003   0.000000   0.000000
500   914000000   0.000003   0.000000   0.000000
500   938000000   0.000003   0.000000   0.000000
500   964000000   0.000003   0.000000   0.000000
500   989000000   0.000003   0.000000   0.000000
501   14000000   0.000003   0.000000   0.000000
501   39000000   0.000004   0.000000   0.000000
501   64000000   0.000004   0.000000   0.000000
501   90000000   0.000004   0.000000   0.000000
